news_id,title,content,link,company,ticker,event,published_date,publisher,language,begin_price,end_price,index_begin_price,index_end_price,price_change,price_change_percentage,index_price_change,index_price_change_percentage,daily_alpha,actual_side,volume,market
42633,Wallenius Wilhelmsen releases Sustainable financing framework 2025,"
				12 Feb 2025 07:05 CET
			 
Wallenius Wilhelmsen ASA
 

Oslo, 12 February 2025 --- Wallenius Wilhelmsen ASA (OSE: WAWI) releases a
Sustainable financing framework 2025 (“Framework”). 

In 2022, we introduced our first Sustainability-linked financing framework,
aiming to reduce carbon intensity by 27.5 percent from 2019 to 2030. The new
framework is more ambitious and aligns with our commitment to achieving net-zero
greenhouse gas emissions by 2040. Our targets have been validated by the
Science-Based Target initiative to ensure that they adhere to the latest climate
science and sector pathways to meet the Paris Agreement’s 1.5°C target. 

The Framework sets out the terms under which the Wallenius Wilhelmsen Group may
raise financing through: 
•	Green bonds, loans, and derivatives 
•	Sustainability-linked bonds, loans and derivatives 

Our intention is to allocate our green financing to the new dual-fuel capable
vessels that align with the EU Taxonomy. We recognize that a common
int",https://live.euronext.com/en/products/equities/company-news/2025-02-12-wallenius-wilhelmsen-releases-sustainable-financing,Wallenius Wilhelmsen ASA,WAWI.OL,environmental_social_governance,2025-02-12 07:05:00+00:00,euronext,en,93.5,98.5,605.3099975585938,599.2000122070312,5.0,5.347593582887701,-6.1099853515625,-1.0093977261578364,6.3569913090455366,UP,1092260.0,pre_market
35187,Reference to Written Resolution,"
				10 Jan 2025 15:25 CET
			 
Solis Bond Company DAC
 
				Confirmation of transfer of operating subsidiaries from Solis to it's parent
More information:Access the news on Oslo Bors NewsWeb site
 More information:Access the news on Oslo Bors NewsWeb site 







636325_Solis OSE Notice.pdf
						


 Solis Bond Company DAC 
Oslo Børs Newspoint
 
Solis Bond Company 21/24 FRN EUR FLOOR C
 NO0010914914 
Oslo Børs
",https://live.euronext.com/nb/products/equities/company-news/2025-01-10-reference-written-resolution,Solis Bond Company 21/24 FRN EUR FLOOR C,CL=F,corporate_action,2025-01-10 15:25:00+00:00,euronext,en,74.29000091552734,76.56999969482422,585.8800048828125,580.489990234375,2.279998779296875,3.069052027458426,-5.3900146484375,-0.9199861069700798,3.9890381344285055,UP,478432.0,regular_market
22084,Arkema: Third-Quarter 2024 Results,"
				06 Nov 2024 07:00 CET
			 
ARKEMA
 


High-level EBITDA margin and increase in third-quarter sales despite a macroenvironment remaining challenging, notably in Europe


Sales of €2.4 billion, up by 2.9% year-on-year:



Volumes up by 2.2% in an environment of global weak demand, particularly in Europe, while supported by certain markets such as energy, sports, healthcare and packaging




Broadly stable price effect at a negative 0.2%, reflecting dynamic management of selling prices in a raw materials environment that has stabilized overall



EBITDA up by 5.4% to €407 million (€386 million in Q3'23), driven in particular by strong growth in Adhesive Solutions and Advanced Materials, and better resilience in the US and Asia


EBITDA margin up, reaching the high level of 17.0% (16.6% in Q3'23), reflecting the quality of the Group's positioning and technologies, its balanced geographical footprint, as well as strict management of its operations


Adjusted net income down slightly to",https://live.euronext.com/en/products/equities/company-news/2024-11-06-arkema-third-quarter-2024-results,ARKEMA,AKE.PA,earnings_releases_and_operating_results,2024-11-06 07:00:00+00:00,euronext,en,80.6500015258789,79.80000305175781,576.7000122070312,589.2000122070312,-0.8499984741210938,-1.0539348518776492,12.5,2.1675047226308344,-3.221439574508484,DOWN,322799.0,pre_market
25111,Nokia Corporation: Repurchase of own shares on 12.11.2024,"


November 12, 2024 15:30 ET


            | Source:
            
Nokia Oyj





Nokia Oyj
 Nokia CorporationStock Exchange Release12 November 2024 at 22:30 EET Nokia Corporation: Repurchase of own shares on 12.11.2024 Espoo, Finland – On 12 November 2024 Nokia Corporation (LEI: 549300A0JPRWG1KI7U06) has acquired its own shares (ISIN FI0009000681) as follows: * Rounded to two decimals On 25 January 2024, Nokia announced that its Board of Directors is initiating a share buyback program to return up to EUR 600 million of cash to shareholders in tranches over a period of two years. The first phase of the share buyback program started on 20 March 2024. On 19 July 2024, Nokia decided to accelerate the share buybacks by increasing the number of shares to be repurchased during the year 2024. The post-increase repurchases in compliance with the Market Abuse Regulation (EU) 596/2014 (MAR), the Commission Delegated Regulation (EU) 2016/1052 and under the authorization granted by Nokia’s Annua",https://www.globenewswire.com/news-release/2024/11/12/2979611/0/en/Nokia-Corporation-Repurchase-of-own-shares-on-12-11-2024.html,Nokia Corporation,NOK,press_releases,2024-11-12 15:30:00+00:00,globenewswire_country_fi,en,4.519999980926514,4.5,598.6799926757812,596.9000244140625,-0.0199999809265136,-0.4424774559935741,-1.77996826171875,-0.2973154746266429,-0.1451619813669312,DOWN,17059900.0,regular_market
55309,Notice of Annual General Meeting in Vivesto AB,"The shareholders of Vivesto AB, Reg. No. 556332-6676 (”Vivesto” or the ”company”), are hereby summoned to the Annual General Meeting to be held at 09:00 a.m. CEST on Thursday, 8 May 2025, at Gustav III:s Boulevard 42, ground floor, SE-169 73 Solna, Sweden. The Board of Directors has, pursuant to the company’s Articles of Association, resolved that the shareholders shall have the opportunity to exercise their voting rights by postal voting prior to the Annual General Meeting. Shareholders may thus choose to attend the meeting in person, by proxy or by postal voting. Right to attendIn order to attend the Annual General Meeting, shareholders shall be registered in the share register kept by Euroclear Sweden AB as of 29 April 2025. Further, shareholders who wish to participate in the Annual General Meeting shall give notice of participation to the company no later than 2 May 2025 or cast a postal vote in accordance with the instructions under the heading “Instructions for postal voting” in",https://view.news.eu.nasdaq.com/view?id=b273b947c372a810381fe1796c3c5daec&lang=en&src=listed,Vivesto AB,VIVE.ST,annual_general_meeting,2025-04-08 06:00:00+00:00,omx,en,0.2345000058412552,0.2349999994039535,504.3800048828125,521.8599853515625,0.0004999935626983,0.2132168657756175,17.47998046875,3.4656370790930326,-3.252420213317415,UP,411026.0,pre_market
53962,"Teleste: Managers´ transactions - Harju, Esa"," Teleste Corporation
Managers´ transactions
April 2, 2025, at 10:30 a.m. EEST  
  TELESTE: MANAGERS´ TRANSACTIONS – HARJU, ESA   Teleste Oyj - Managers' Transactions ____________________________________________ Person subject to the notification requirement Name: Esa Harju Position: Chief Executive Officer Issuer: Teleste Oyj LEI: 743700CJRQRU0007GN59 Notification type: INITIAL NOTIFICATION Reference number: 102586/5/6   ____________________________________________ Transaction date: 2025-03-31 Outside a trading venue Instrument type: SHARE ISIN: FI0009007728 Nature of transaction: RECEIPT OF A SHARE-BASED INCENTIVE  (X) Linked to stock option programme     Transaction details (1): Volume: 2438 Unit price: 0 N/A    Aggregated transactions (1):  Volume: 2438 Volume weighted average price: 0 N/A ____________________________________________ Transaction date: 2025-03-13 Venue: NASDAQ HELSINKI LTD (XHEL) Instrument type: SHARE ISIN: FI0009007728 Nature of transaction: ACQUISITION     Transac",https://view.news.eu.nasdaq.com/view?id=be7f501108f034d105ed0505e5ff4cd56&lang=en&src=listed,Teleste Oyj,TLT1V.HE,managers_transactions,2025-04-02 07:30:00+00:00,omx,en,560.969970703125,555.0499877929688,2.9200000762939453,2.9200000762939453,-5.91998291015625,-1.0553119096082966,0.0,0.0,-1.0553119096082966,DOWN,76014500.0,pre_market
25111,Nokia Corporation: Repurchase of own shares on 12.11.2024,"


November 12, 2024 15:30 ET


            | Source:
            
Nokia Oyj





Nokia Oyj
 Nokia CorporationStock Exchange Release12 November 2024 at 22:30 EET Nokia Corporation: Repurchase of own shares on 12.11.2024 Espoo, Finland – On 12 November 2024 Nokia Corporation (LEI: 549300A0JPRWG1KI7U06) has acquired its own shares (ISIN FI0009000681) as follows: * Rounded to two decimals On 25 January 2024, Nokia announced that its Board of Directors is initiating a share buyback program to return up to EUR 600 million of cash to shareholders in tranches over a period of two years. The first phase of the share buyback program started on 20 March 2024. On 19 July 2024, Nokia decided to accelerate the share buybacks by increasing the number of shares to be repurchased during the year 2024. The post-increase repurchases in compliance with the Market Abuse Regulation (EU) 596/2014 (MAR), the Commission Delegated Regulation (EU) 2016/1052 and under the authorization granted by Nokia’s Annua",https://www.globenewswire.com/news-release/2024/11/12/2979611/0/en/Nokia-Corporation-Repurchase-of-own-shares-on-12-11-2024.html,Nokia Corporation,NOK,press_releases,2024-11-12 15:30:00+00:00,globenewswire_country_fi,en,4.519999980926514,4.5,598.6799926757812,596.9000244140625,-0.0199999809265136,-0.4424774559935741,-1.77996826171875,-0.2973154746266429,-0.1451619813669312,DOWN,17059900.0,regular_market
63011,PCI Biotech Holding ASA: Annual Report 2024,"Oslo, Norway, April 24, 2025The Board of Directors of PCI Biotech Holding ASA has approved the Annual Report 2024. Please find the report attached, as well as the report according to the European Single Electronic Format (ESEF). The Annual Report 2024 is also available on the company’s website www.pcibiotech.com.",https://www.globenewswire.com/news-release/2025/04/24/3067661/0/en/PCI-Biotech-Holding-ASA-Annual-Report-2024.html,PCI Biotech Holding,PCIB.OL,annual_report,2025-04-24 11:31:00+00:00,globenewswire_biotech,en,1.2649999856948853,1.2599999904632568,536.719970703125,546.6900024414062,-0.0049999952316284,-0.3952565445193929,9.97003173828125,1.8575853857683184,-2.2528419302877114,DOWN,8638.0,regular_market
68486,Gigante Salmon AS: Prognose og operasjonell oppdatering,"
				21 May 2025 15:30 CEST
			 
Gigante Salmon AS
 
				Bodø, 21. mai 2025

I forbindelse med prøveproduksjonen i basseng A er det identifisert gode
forbedringstiltak som er besluttet implementert i sluttfasen av
utbyggingsprosjektet i Rødøy. Dette medfører at prognosen for den totale
utbyggingskostnaden øker utover tidligere etablert finansiering. Det er fortsatt
en forventning om at kostnadspådraget vil reduseres i sluttfasen av utbyggingen.

Som meldt i rapporten for 1. kvartal er 2025 etableres det et aksjonærlån hos
hovedaksjonær Gigante Havbruk AS på inntil NOK 50 millioner, på tilsvarende
vilkår som selskapets øvrige finansiering. Det er forventet å trekke på dette i
løpet av juni. Aksjonærlånet har en varighet på 12 måneder.

Operasjonell oppdatering:
Selskapet har denne uken gjennomført nytt uttak av slaktefisk fra
prøveprøveproduksjonen i basseng A. Resultatet hittil medfører at selskapet
oppdaterer mengden forventet utslaktet volum i 2. kvartal til opp mot 650 tonn
HOG, mot",https://live.euronext.com/nb/products/equities/company-news/2025-05-21-gigante-salmon-prognose-og-operasjonell-oppdatering,GIGANTE SALMON AS,GIGA.OL,financing_agreements,2025-05-21 15:30:00+00:00,euronext,no,8.0,8.079999923706055,588.4400024414062,582.8599853515625,0.0799999237060546,0.9999990463256836,-5.58001708984375,-0.9482729023677106,1.9482719486933944,UP,12461.0,regular_market
22084,Arkema: Third-Quarter 2024 Results,"
				06 Nov 2024 07:00 CET
			 
ARKEMA
 


High-level EBITDA margin and increase in third-quarter sales despite a macroenvironment remaining challenging, notably in Europe


Sales of €2.4 billion, up by 2.9% year-on-year:



Volumes up by 2.2% in an environment of global weak demand, particularly in Europe, while supported by certain markets such as energy, sports, healthcare and packaging




Broadly stable price effect at a negative 0.2%, reflecting dynamic management of selling prices in a raw materials environment that has stabilized overall



EBITDA up by 5.4% to €407 million (€386 million in Q3'23), driven in particular by strong growth in Adhesive Solutions and Advanced Materials, and better resilience in the US and Asia


EBITDA margin up, reaching the high level of 17.0% (16.6% in Q3'23), reflecting the quality of the Group's positioning and technologies, its balanced geographical footprint, as well as strict management of its operations


Adjusted net income down slightly to",https://live.euronext.com/en/products/equities/company-news/2024-11-06-arkema-third-quarter-2024-results,ARKEMA,AKE.PA,earnings_releases_and_operating_results,2024-11-06 07:00:00+00:00,euronext,en,80.6500015258789,79.80000305175781,576.7000122070312,589.2000122070312,-0.8499984741210938,-1.0539348518776492,12.5,2.1675047226308344,-3.221439574508484,DOWN,322799.0,pre_market
