news_id,ticker_url,title,link,published_date,company,event,reason,publisher,industry,publisher_topic,instrument_id,yf_ticker,published_date_gmt,timezone,publisher_summary,predicted_side,predicted_move,content,language,begin_price,end_price,index_begin_price,index_end_price,price_change,price_change_percentage,index_price_change,index_price_change_percentage,daily_alpha,actual_side,volume,market,extracted_yf_ticker
67892,https://finance.yahoo.com/quote/QLIFE.ST/,"QLIFE HOLDING AB, Interim Report Q1, January to March 2025",https://view.news.eu.nasdaq.com/view?id=bc946d34f2d5d82961fb567ad6eccf2b2&lang=en&src=listed,2025-05-20 06:30:00+00:00,QLife Holding AB,clinical_study,"The predicted upward move of +7.79% is likely due to increased sales of the PHE test and positive developments in usability and clinical studies. This optimism may enhance investor confidence, potentially attracting more investment and increasing market activity for Qlife.",omx,,Interim report (Q1 and Q3),1883.0,QLIFE.ST,2025-05-20 06:30:00+00:00,UTC,,UP,7.790141919181704,"Progress on all levels The full report is attached and can also be found here: https://qlifeholding.com/en/investors/finansiella-rapporter Financial summary – first quarter 2025  Significant events – first quarter of 2025 Significant events – after the first quarter of 2025 Letter from the CEO - Progress on all levels Key proof-of-concept field At Qlife, we are making progress on all fronts. We have doubled our PHE test sales from last quarter to this quarter, and although sales are not our immediate focus for the PHE test until it receives approval, it is encouraging to see customer eagerness to access the product. We have learned a great deal from interacting with PKU laypersons—these insights have allowed us to address usability issues, such as ensuring that the blood sample properly reaches the plasma membrane. All of this will ensure that we can submit a comprehensive technical file to the UK authorities in Q4 of this year. The clinical study in the UK is progressing very well, an",en,2.369999885559082,2.0899999141693115,594.8499755859375,593.0900268554688,-0.2799999713897705,-11.814345354861427,-1.75994873046875,-0.29586430237896033,-11.518481052482466,DOWN,87675.0,pre_market,
79418,https://finance.yahoo.com/quote/RAM.LS/,"Ramada Investimentos e Indústria, S.A. informs on Financial Statements for the 1st Quarter of 2025",https://live.euronext.com/en/products/equities/company-news/2025-07-01-ramada-investimentos-e-industria-sa-informs-financial,2025-07-01 00:54:00+00:00,RAMADA INVESTIMENTOS E INDUSTRIA S.A.,exchange_announcement,"The predicted downward move of -7.90% for Ramada Investimentos e Indústria S.A. may stem from weaker earnings reports or market sentiment shifts. Such declines can lead to investor concerns, increasing selling pressure and potentially affecting market confidence in related sectors.",euronext,55102010 Iron and Steel,Commercial results,1448.0,RAM.LS,2025-06-30 22:54:00+00:00,Europe/Paris,,DOWN,-7.903257659514342,"
				01 Jul 2025 00:54 CEST
			 
RAMADA INVESTIMENTOS E IND.
 
 







ramadacontas1t25en.pdf
						


 RAMADA INVESTIMENTOS E INDUSTRIA S.A. 
Euronext
 
RAMADA INVESTIMENTOS E INDUSTRIA S.A.
 PTFRV0AE0004 RAM 
Euronext
",pt,7.21999979019165,7.300000190734863,617.8499755859375,616.3599853515625,0.08000040054321289,1.108038820886023,-1.489990234375,-0.24115728627519475,1.3491961071612177,UP,2195.0,pre_market,
71682,https://uk.finance.yahoo.com/quote/PLAY.IC/,Fly Play hf.: Strong Bookings Signal Payoff from Leisure Strategy,https://www.globenewswire.com/news-release/2025/06/06/3095393/0/en/Fly-Play-hf-Strong-Bookings-Signal-Payoff-from-Leisure-Strategy.html,2025-06-06 13:29:00+00:00,Fly Play hf.,earnings_releases_and_operating_results,"The predicted upward move of +0.73% for FLYPLAY HF is likely due to improved on-time performance and a strategic shift towards higher-yield leisure routes, despite reduced passenger numbers. This shift may enhance profitability, attracting investors and potentially driving share prices higher, as focus on the leisure market could yield greater financial stability in the long term.",globenewswire_country_is,country_is,European Regulatory News,500.0,PLAY.IC,2025-06-06 17:29:00+00:00,Europe/Stockholm, ,UP,0.7324753930435017,"


June 06, 2025 13:29 ET


 | Source:
            
FLYPLAY HF





FLYPLAY HF
   PLAY carried 117,199 passengers in May 2025, compared to 146,692 passengers in May 2024, reflecting a 14.0% reduction in PLAY’s capacity for the month. This reduction is the result of the company’s decision to lease aircraft to SkyUp through its Maltese AOC and put more emphasis on the point-to-point leisure market out of Iceland.  Load factor in May 2025 was 80.9%, compared to 86.4% in May 2024. Again, this aligns with PLAY's strategy to increase its focus on leisure destinations in Southern Europe. While these routes typically see lower load factors - due to their reliance on point-to-point traffic and limited VIA feed - this is offset by higher yields.   Of the passengers flying with PLAY in May, 39.0% were departing from Iceland, 29.3% were arriving in Iceland, and 31.7% were connecting passengers (VIA).  PLAY’s on-time performance in May was 92.3%, compared to 86.8% in May 2024. Forward seat factor ",en,,,,,,,,,,,,,
46065,https://finance.yahoo.com/quote/OUT1V.HE/,Outokumpu - Manager transaction: Martti Sassi,https://view.news.eu.nasdaq.com/view?id=b45228d44fb6049d9121917f33e54792a&lang=en&src=listed,2025-02-26 11:00:00+00:00,Outokumpu Oyj,manager_transaction,"The predicted upward move of +4.04% is likely due to investor confidence following Martti Sassi's receipt of share-based incentives, reflecting positive insider sentiment. This could lead to increased interest and higher demand for Outokumpu shares.",omx,,Managers' Transactions,788.0,OUT1V.HE,2025-02-26 11:00:00+00:00,UTC,,UP,4.037468769801773,"Outokumpu Corporation
Stock exchange release
Manager transaction
February 26, 2025 at 1.00 pm EET Outokumpu – Manager transaction: Martti Sassi Outokumpu has received a notification from Martti Sassi, member of the Leadership Team, of a transaction made with its financial instrument, according to the EU Market Abuse Regulation. Detailed information about the transaction is given in the table below.    Name of the manager  Martti Sassi Position in the issuer  Member of the Leadership Team Issuer  Outokumpu Corporation  Issuer’s LEI reference  5493009YRUJJDCFF0R80  Notification type  Initial notification  Date of the transaction  February 25, 2025 Venue  Outside of trading venue  Nature of transaction  Receipt of a share-based incentive Instrument  Outokumpu share (OUT1V, ISIN: FI0009002422)  Transaction details  Volume: 8,609
  Price: 0.00 (EUR) 
  Aggregated transactions  Volume: 8,609 Average price: 0.00 (EUR)    For more information:    Outokumpu media desk, tel. +358 40 351 9840    ",en,3.619999885559082,3.690000057220459,595.9299926757812,594.5399780273438,0.07000017166137695,1.9337064606168062,-1.3900146484375,-0.2332513324587347,2.166957793075541,UP,2174006.0,regular_market,
15564,https://www.google.com/finance/quote/PEPG:NASDAQ,"PepGen Announces Clearance of CTA by UK Medicines & Healthcare Products Regulatory Agency to Begin CONNECT2-EDO51, a Phase 2 Clinical Trial designed to support potential accelerated approval of PGN-EDO51 for the Treatment of Duchenne Muscular Dystrophy",https://www.globenewswire.com/news-release/2024/03/04/2839407/0/en/PepGen-Announces-Clearance-of-CTA-by-UK-Medicines-Healthcare-Products-Regulatory-Agency-to-Begin-CONNECT2-EDO51-a-Phase-2-Clinical-Trial-designed-to-support-potential-accelerated-a.html,2024-03-04 07:00:00+00:00,PepGen,clinical_study,"The likely cause of the predicted upward move of +3.04% is the authorization of PepGen's Phase 2 trial for its DMD treatment, signaling potential therapeutic advancements. This could boost investor confidence and enhance the company's market position.",globenewswire_biotech,biotech,Clinical Study,303.0,PEPG,2024-03-04 12:00:00+00:00,US/Eastern,"BOSTON, March  04, 2024  (GLOBE NEWSWIRE) -- PepGen Inc. (Nasdaq: PEPG), a clinical-stage biotechnology company advancing the next generation of oligonucleotide therapies with the goal of transforming the treatment of severe neuromuscular and neurological diseases, today announced that the UK Medicines & Healthcare products Regulatory Agency (MHRA) has authorized its Clinical Trial Application (CTA) to initiate the CONNECT2-EDO51 Phase 2 clinical trial of PGN-EDO51 in patients with Duchenne muscular dystrophy (DMD) amenable to an exon 51-skipping approach.",UP,0.0304088442527162,"BOSTON, March  04, 2024  (GLOBE NEWSWIRE) -- PepGen Inc. (Nasdaq: PEPG), a clinical-stage biotechnology company advancing the next generation of oligonucleotide therapies with the goal of transforming the treatment of severe neuromuscular and neurological diseases, today announced that the UK Medicines & Healthcare products Regulatory Agency (MHRA) has authorized its Clinical Trial Application (CTA) to initiate the CONNECT2-EDO51 Phase 2 clinical trial of PGN-EDO51 in patients with Duchenne muscular dystrophy (DMD) amenable to an exon 51-skipping approach.",en,16.6200008392334,16.6299991607666,512.8499755859375,512.030029296875,0.009998321533203125,0.060158369604897684,-0.8199462890625,-0.15988034085907896,0.22003871046397663,UP,185200.0,pre_market,
20017,https://finance.yahoo.com/quote/SOP.PA/,"Sopra Steria Group: Revenue for Q3 2024 Resilient at €1,356.9 Million",https://live.euronext.com/en/products/equities/company-news/2024-10-31-sopra-steria-group-revenue-q3-2024-resilient-eu13569,2024-10-31 07:00:00+00:00,SOPRA STERIA GROUP,earnings_releases_and_operating_results,"The predicted downward move of -2.27% could be due to concerns over stagnant growth or external economic pressures. This may lead to cautious investor sentiment, impacting stock performance and possibly affecting broader market confidence in technology sectors.",euronext,10101010 Computer Services,Other subject,602.0,SOP.PA,2024-10-31 06:00:00+00:00,Europe/Paris,,DOWN,-2.2708212688927145,,en,168.89999389648438,172.3000030517578,580.010009765625,575.5599975585938,3.4000091552734375,2.013030952124983,-4.45001220703125,-0.7672302429451944,2.780261195070177,UP,58984.0,pre_market,
27109,https://finance.yahoo.com/quote/NDA-FI.HE/,Euronext Oslo Børs – Nordea Bank Abp - Mottatt søknad om notering av obligasjonslån,https://live.euronext.com/nb/products/equities/company-news/2024-11-19-euronext-oslo-bors-nordea-bank-abp-mottatt-soknad-om,2024-11-19 14:37:00+00:00,NORDEA BANK,exchange_announcement,"The likely cause of the predicted downward move of -1.18% could be regulatory implications from the Market Abuse Regulation (MAR) requiring transparency of insider information. This may create short-term investor caution, potentially impacting trading volumes and affecting overall market sentiment.",euronext,30101010 Banks,Annen informasjonspliktig regulatorisk informasjon,488.0,NDA-FI.HE,2024-11-19 13:37:00+00:00,Europe/Paris,,UP,-1.1774905447810768,"
				19 Nov 2024 14:37 CET
			 
NORDEA BANK
 
				Oslo Børs har mottatt søknad om børsnotering av ISIN NO0013405712.


Markedsmisbruksforordningen (MAR) gjelder fra søknadstidspunktet, herunder
låntagers informasjonsplikt om innsideinformasjon.
More information:Access the news on Oslo Bors NewsWeb site
 More information:Access the news on Oslo Bors NewsWeb site 
 Nordea Bank Abp 
Oslo Børs Newspoint
 
Nordea Bank Norge ASA 15/25 2,75%, Nordea Bank Abp 20/25 FRN, Nordea Bank Abp 22/28 2.95pct, Nordea Bank Abp 22/27 3.90pct, Nordea Bank Abp 22/27 FRN, Nordea Bank Abp 22/27 4,52PCT, Nordea Bank Abp 23/28 FRN, Nordea Bank Abp 23/28 5.01pct, Gjensidige Bank ASA 15/25 3,00%, Gjensidige Bank ASA 17/27 2,65%, Gjensidige Bank ASA 18/25 2,72%
 NO0010740095, NO0010882558, NO0012439530, NO0012540105, NO0012540147, NO0012635160, NO0012933516, NO0012933524, NO0010745557, NO0010792831, NO0010822422 
Oslo Børs
Nordic Alternative Bond Market
",en,10.84000015258789,10.725000381469727,584.7100219726562,590.2999877929688,-0.11499977111816406,-1.060883482466645,5.5899658203125,0.9560236031962375,-2.016907085662883,DOWN,5519457.0,regular_market,
67352,https://finance.yahoo.com/quote/7QF.F/,Aker Horizons ASA - Result of buy-back offer for Convertible Bonds,https://live.euronext.com/en/products/equities/company-news/2025-05-19-aker-horizons-asa-result-buy-back-offer-convertible-bonds,2025-05-19 07:25:00+00:00,Aker Horizons ASA,corporate_action,"The predicted upward move of +1.03% for Aker Horizons may be due to market speculation surrounding the company's bond buy-back program, despite no bonds being purchased. The remaining outstanding bonds, primarily held by Aker Capital, suggest investor confidence could stabilize. This situation may improve market sentiment and lead to increased demand for the company's shares, potentially enhancing liquidity and market valuation over time.",euronext,65101010 Alternative Electricity,Additional regulated information required to be disclosed under the laws of a Member State,658.0,7QF.F,2025-05-19 05:25:00+00:00,Europe/Paris,,UP,1.0343191968100116,"
				19 May 2025 07:25 CEST
			 
Aker Horizons ASA
 
				Reference is made to the announcement made by Aker Horizons ASA (the ""Company""
or ""Aker Horizons"") on 12 May 2025 regarding the Company's launch of a buy-back
offer for the Convertible Bond 2021/2026 with ISIN NO0010921596 (the bonds
issued thereunder, the ""Convertible Bonds"").

No bonds were bought back in the buy-back offer, and NOK 1.6 billion of
Convertible Bonds remain outstanding, of which NOK 1.3 billion are held by Aker
Capital AS.

DNB Carnegie, a part of DNB Bank ASA, acted as Manager to the Company for the
buy-back offer.

Contact:

Jonas Gamre, Investor Relations

Tel: +47 97 11 82 92

Email: jonas.gamre@akerhorizons.com

IMPORTANT INFORMATION

This communication is not an offer to sell or purchase any securities, or the
solicitation of an offer to sell or purchase any securities in any jurisdiction
in which, or to any person to whom, such solicitation is not authorized or would
be unlawful. The information contained ",en,0.11240000277757645,0.1136000007390976,594.2000122070312,588.0999755859375,0.0011999979615211487,1.0676138183873298,-6.10003662109375,-1.0265965156137316,2.0942103340010614,UP,0.0,pre_market,
28834,https://finance.yahoo.com/quote/TAMTRON.HE/,Tamtron Group Plc: Share repurchase 25.11.2024,https://view.news.eu.nasdaq.com/view?id=b9bbb5a112f88fd25b926bb86497c06dc&lang=en&src=listed,2024-11-25 16:30:00+00:00,Tamtron Group Oyj,changes_in_companys_own_shares,"1. The likely cause of the predicted upward move of +0.30% in Tamtron Group Plc shares could be due to recent share repurchase activity, indicating potential confidence in the company's future. 2. This could positively influence market perception, enhancing investor confidence and potentially attracting more interest in the stock.",omx,,Company Announcement,1602.0,TAMTRON.HE,2024-11-25 16:30:00+00:00,UTC,,UP,0.2990582651747948,"Tamtron Group Plc | Company Release | November 25, 2024 at 18:30:00 EET NASDAQ OMX Helsinki Tamtron Group Plc now holds a total of 7 389 shares including the shares repurchased on 25.11.2024 On behalf of Tamtron Group PlcNordea Pankki Suomi Oyj Janne SarvikiviSami Huttunen For further informationMiika Tuominen, CFODirect: +358 40 522 2210Email: miika.tuominen@tamtron.com 
Attachments:
Tamtron 25 11 Trades.xlsx

",en,,,,,,,,,,,,,
44450,https://finance.yahoo.com/quote/DG.PA/,"Détermination du prix de référence des actions VINCI, du prix de conversion initial et du ratio de conversion initial des obligations convertibles synthétiques remboursables uniquement en numéraire de 400 millions d’euros à échéance février",https://live.euronext.com/fr/products/equities/company-news/2025-02-18-determination-du-prix-reference-actions-vinci-du-prix,2025-02-18 18:41:00+00:00,VINCI,bond_fixing,"The predicted downward move of -0.39% is likely due to the dilution effect from the issuance of convertible bonds, leading to potential concerns about future share issuance. Market implications may include decreased demand for VINCI shares and short-term selling pressure.",euronext,50101010 Construction,Corporate life,609.0,DG.PA,2025-02-18 17:41:00+00:00,Europe/Paris,,DOWN,-0.3867332121930305,"
				18 Feb 2025 18:41 CET
			 
VINCI
 

 Nanterre, le 18 février 2025 Détermination du prix de référence des actions VINCI, du prix de conversion initial et du ratio de conversion initial des obligations convertibles synthétiques remboursables uniquement en numéraire de 400 millions d’euros à échéance février 2030 Dans le cadre du placement d’obligations convertibles synthétiques remboursables uniquement en numéraire d’un montant de 400 millions d’euros d’une maturité de 5 ans à échéance 18 février 2030 (les « Obligations »), VINCI informe les détenteurs des Obligations des calculs et déterminations suivants :  Le prix de référence de l’action VINCI est de 108,4401 euros ;  Le prix de conversion initial qui en résulte (représentant une prime de 20 % par rapport au prix de référence de l'action VINCI) est de 130,1281 euros ; etLe ratio de conversion initial est de 768,4735 actions VINCI par Obligation d’un montant nominal de 100 000 euros.  Le règlement-livraison des Obligations a été ",fr,,,,,,,,,,,,,
